gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,gameDate
0022200187,1610612761,Toronto,Raptors,TOR,raptors,240:00,101.2,103.0,115.6,115.7,-14.3,-12.7,0.378,1.17,10.5,0.3,0.651,0.447,11.678,11.9,0.431,0.487,1.0,0.199,102.44,101.5,84.58,101.0,0.403,2022-11-12
0022200190,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,121.3,123.2,117.4,117.9,3.9,5.3,0.634,2.36,20.1,0.227,0.708,0.478,11.406,11.6,0.593,0.633,1.0,0.199,95.92,95.0,79.17,95.0,0.534,2022-11-12
0022200190,1610612757,Portland,Trail Blazers,POR,blazers,240:00,117.4,117.9,121.3,123.2,-3.9,-5.3,0.556,1.67,15.7,0.292,0.773,0.522,12.579,12.6,0.531,0.587,1.0,0.199,95.92,95.0,79.17,95.0,0.466,2022-11-12
0022200184,1610612746,LA,Clippers,LAC,clippers,240:00,93.3,96.9,110.8,112.2,-17.5,-15.3,0.647,1.22,16.4,0.283,0.826,0.535,17.682,18.4,0.465,0.506,1.0,0.195,100.52,98.0,81.67,98.0,0.414,2022-11-12
0022200184,1610612751,Brooklyn,Nets,BKN,nets,240:00,110.8,112.2,93.3,96.9,17.5,15.3,0.675,2.08,20.4,0.174,0.717,0.465,13.1,13.3,0.578,0.596,1.0,0.196,100.52,98.0,81.67,98.0,0.586,2022-11-12
0022200192,1610612752,New York,Knicks,NYK,knicks,240:00,121.1,125.0,129.7,133.0,-8.6,-8.0,0.521,1.92,16.7,0.314,0.735,0.482,11.657,12.0,0.546,0.605,1.0,0.198,111.66,108.5,90.42,108.0,0.454,2022-11-13
0022200192,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,129.7,133.0,121.1,125.0,8.6,8.0,0.564,1.63,21.1,0.265,0.686,0.518,16.995,17.4,0.722,0.749,1.0,0.199,111.66,108.5,90.42,109.0,0.546,2022-11-13
0022200197,1610612758,Sacramento,Kings,SAC,kings,240:00,114.7,117.3,107.4,110.6,7.3,6.7,0.66,1.94,21.2,0.271,0.776,0.526,15.043,15.4,0.604,0.614,1.0,0.198,106.7,104.0,86.67,104.0,0.539,2022-11-13
0022200197,1610612744,Golden State,Warriors,GSW,warriors,240:00,107.4,110.6,114.7,117.3,-7.3,-6.7,0.643,1.5,19.0,0.224,0.729,0.474,16.816,17.3,0.556,0.593,1.0,0.198,106.7,104.0,86.67,104.0,0.461,2022-11-13
0022200194,1610612764,Washington,Wizards,WAS,wizards,240:00,100.8,102.0,89.0,92.9,11.8,9.1,0.722,1.73,19.1,0.241,0.667,0.465,14.816,15.0,0.529,0.535,1.0,0.2,102.32,99.5,82.92,100.0,0.587,2022-11-13
0022200194,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,89.0,92.9,100.8,102.0,-11.8,-9.1,0.553,1.24,15.2,0.333,0.759,0.535,16.441,17.2,0.443,0.458,1.0,0.199,102.32,99.5,82.92,99.0,0.413,2022-11-13
0022200193,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,123.8,122.8,130.4,130.3,-6.6,-7.5,0.55,2.2,15.9,0.309,0.718,0.479,9.984,9.9,0.545,0.584,1.0,0.2,99.56,100.0,83.33,101.0,0.434,2022-11-13
0022200193,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,130.4,130.3,123.8,122.8,6.6,7.5,0.652,2.31,21.4,0.282,0.691,0.521,13.137,13.1,0.634,0.665,1.0,0.198,99.56,100.0,83.33,99.0,0.566,2022-11-13
0022200196,1610612741,Chicago,Bulls,CHI,bulls,240:00,101.7,102.0,125.7,126.0,-24.0,-24.0,0.6,1.26,18.0,0.238,0.857,0.519,18.767,18.8,0.531,0.571,1.0,0.198,100.74,100.5,83.75,101.0,0.39,2022-11-13
0022200196,1610612743,Denver,Nuggets,DEN,nuggets,240:00,125.7,126.0,101.7,102.0,24.0,24.0,0.688,2.06,23.9,0.143,0.762,0.481,15.962,16.0,0.681,0.706,1.0,0.198,100.74,100.5,83.75,100.0,0.61,2022-11-13
0022200198,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,119.8,120.8,104.4,108.4,15.4,12.4,0.568,2.78,18.7,0.313,0.75,0.531,9.298,9.4,0.544,0.581,1.0,0.199,97.72,95.5,79.58,96.0,0.538,2022-11-13
0022200198,1610612751,Brooklyn,Nets,BKN,nets,240:00,104.4,108.4,119.8,120.8,-15.4,-12.4,0.611,1.69,17.1,0.25,0.688,0.469,13.179,13.7,0.494,0.55,1.0,0.197,97.72,95.5,79.58,95.0,0.462,2022-11-13
0022200195,1610612755,Philadelphia,76ers,PHI,sixers,240:00,106.7,107.1,94.1,101.0,12.5,6.1,0.525,1.75,16.5,0.239,0.548,0.417,12.19,12.2,0.506,0.556,1.0,0.199,101.28,97.5,81.25,98.0,0.608,2022-11-13
0022200195,1610612762,Utah,Jazz,UTA,jazz,240:00,94.1,101.0,106.7,107.1,-12.5,-6.1,0.622,1.28,15.8,0.452,0.761,0.583,17.288,18.6,0.452,0.471,1.0,0.2,101.28,97.5,81.25,97.0,0.392,2022-11-13
0022200204,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,100.0,103.9,119.6,119.8,-19.6,-15.9,0.618,1.24,15.2,0.327,0.72,0.52,16.032,16.7,0.451,0.53,1.0,0.195,103.62,101.5,84.58,102.0,0.411,2022-11-14
0022200204,1610612737,Atlanta,Hawks,ATL,hawks,240:00,119.6,119.8,100.0,103.9,19.6,15.9,0.523,2.56,16.8,0.28,0.673,0.48,8.893,8.9,0.516,0.575,1.0,0.2,103.62,101.5,84.58,101.0,0.589,2022-11-14
0022200205,1610612744,Golden State,Warriors,GSW,warriors,240:00,128.1,130.7,90.2,94.1,37.9,36.6,0.745,2.69,24.5,0.195,0.582,0.435,12.616,12.9,0.665,0.694,1.0,0.196,104.2,101.0,84.17,101.0,0.711,2022-11-14
0022200205,1610612759,San Antonio,Spurs,SAS,spurs,240:00,90.2,94.1,128.1,130.7,-37.9,-36.6,0.5,0.95,12.4,0.418,0.805,0.565,18.033,18.8,0.41,0.438,1.0,0.198,104.2,101.0,84.17,101.0,0.289,2022-11-14
0022200199,1610612765,Detroit,Pistons,DET,pistons,240:00,106.8,111.0,115.8,116.2,-9.0,-5.2,0.657,1.21,16.7,0.375,0.69,0.522,18.283,19.0,0.519,0.579,1.0,0.2,101.62,99.5,82.92,100.0,0.441,2022-11-14
0022200199,1610612761,Toronto,Raptors,TOR,raptors,240:00,115.8,116.2,106.8,111.0,9.0,5.2,0.675,1.59,19.5,0.31,0.625,0.478,17.116,17.2,0.537,0.61,1.0,0.199,101.62,99.5,82.92,99.0,0.559,2022-11-14
0022200202,1610612748,Miami,Heat,MIA,heat,240:00,122.8,124.2,118.2,123.1,4.6,1.1,0.605,1.53,17.4,0.435,0.519,0.48,16.304,16.5,0.548,0.601,1.0,0.198,93.38,91.0,75.83,91.0,0.535,2022-11-14
0022200202,1610612756,Phoenix,Suns,PHX,suns,240:00,118.2,123.1,122.8,124.2,-4.6,-1.1,0.458,1.57,16.1,0.481,0.565,0.52,14.774,15.4,0.556,0.556,1.0,0.193,93.38,91.0,75.83,91.0,0.465,2022-11-14
0022200200,1610612753,Orlando,Magic,ORL,magic,240:00,107.0,110.5,114.8,116.7,-7.8,-6.1,0.639,1.05,16.1,0.481,0.625,0.549,22.422,23.2,0.489,0.535,1.0,0.2,97.84,95.5,79.58,95.0,0.436,2022-11-14
0022200200,1610612766,Charlotte,Hornets,CHA,hornets,240:00,114.8,116.7,107.0,110.5,7.8,6.1,0.524,1.69,16.5,0.375,0.519,0.451,13.325,13.5,0.517,0.568,1.0,0.197,97.84,95.5,79.58,96.0,0.564,2022-11-14
0022200201,1610612738,Boston,Celtics,BOS,celtics,240:00,111.7,112.5,104.1,108.0,7.7,4.5,0.543,1.79,16.9,0.208,0.736,0.472,12.416,12.5,0.531,0.579,1.0,0.2,115.0,112.5,93.75,112.0,0.549,2022-11-14
0022200201,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,104.1,108.0,111.7,112.5,-7.7,-4.5,0.447,1.05,14.2,0.264,0.792,0.528,17.059,17.7,0.536,0.569,1.0,0.193,115.0,112.5,93.75,113.0,0.451,2022-11-14
0022200203,1610612745,Houston,Rockets,HOU,rockets,240:00,102.3,105.0,117.9,120.8,-15.6,-15.8,0.513,1.43,15.0,0.283,0.714,0.474,13.508,13.9,0.506,0.532,1.0,0.201,103.58,101.0,84.17,101.0,0.422,2022-11-14
0022200203,1610612746,LA,Clippers,LAC,clippers,240:00,117.9,120.8,102.3,105.0,15.6,15.8,0.61,1.47,18.2,0.286,0.717,0.526,16.422,16.8,0.593,0.639,1.0,0.196,103.58,101.0,84.17,101.0,0.578,2022-11-14
0022200206,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,113.8,115.3,102.0,103.0,11.8,12.3,0.721,3.1,22.6,0.2,0.702,0.467,10.073,10.2,0.571,0.587,1.0,0.199,99.64,98.5,82.08,98.0,0.57,2022-11-15
0022200206,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,102.0,103.0,113.8,115.3,-11.8,-12.3,0.421,1.45,12.3,0.298,0.8,0.533,11.0,11.1,0.462,0.495,1.0,0.198,99.64,98.5,82.08,99.0,0.43,2022-11-15
0022200207,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,108.9,109.6,108.1,106.3,0.8,3.3,0.571,1.67,16.3,0.176,0.879,0.452,12.69,12.8,0.544,0.569,1.0,0.199,94.0,94.5,78.75,94.0,0.476,2022-11-15
0022200207,1610612746,LA,Clippers,LAC,clippers,240:00,108.1,106.3,108.9,109.6,-0.8,-3.3,0.676,1.1,19.3,0.121,0.824,0.548,22.474,22.1,0.625,0.669,1.0,0.199,94.0,94.5,78.75,95.0,0.524,2022-11-15
0022200210,1610612758,Sacramento,Kings,SAC,kings,240:00,135.4,140.4,110.5,111.0,24.9,29.4,0.696,2.29,24.2,0.341,0.878,0.61,15.044,15.6,0.702,0.729,1.0,0.198,111.26,109.0,90.83,109.0,0.611,2022-11-15
0022200210,1610612751,Brooklyn,Nets,BKN,nets,240:00,110.5,111.0,135.4,140.4,-24.9,-29.4,0.625,1.47,18.2,0.122,0.659,0.39,15.522,15.6,0.562,0.633,1.0,0.199,111.26,109.0,90.83,109.0,0.389,2022-11-15
0022200208,1610612762,Utah,Jazz,UTA,jazz,240:00,108.6,107.8,112.4,114.6,-3.8,-6.8,0.806,1.38,19.8,0.327,0.679,0.51,20.548,20.4,0.518,0.577,1.0,0.198,103.6,103.0,85.83,103.0,0.495,2022-11-15
0022200208,1610612752,New York,Knicks,NYK,knicks,240:00,112.4,114.6,108.6,107.8,3.8,6.8,0.591,1.86,18.1,0.321,0.673,0.49,13.333,13.6,0.532,0.567,1.0,0.197,103.6,103.0,85.83,103.0,0.505,2022-11-15
0022200209,1610612757,Portland,Trail Blazers,POR,blazers,240:00,118.9,120.6,109.5,112.2,9.4,8.4,0.537,1.29,17.0,0.275,0.711,0.506,17.269,17.5,0.614,0.647,1.0,0.195,99.46,97.5,81.25,97.0,0.515,2022-11-15
0022200209,1610612759,San Antonio,Spurs,SAS,spurs,240:00,109.5,112.2,118.9,120.6,-9.4,-8.4,0.773,1.79,23.4,0.289,0.725,0.494,18.909,19.4,0.571,0.595,1.0,0.196,99.46,97.5,81.25,98.0,0.485,2022-11-15
0022200219,1610612743,Denver,Nuggets,DEN,nuggets,240:00,105.3,109.6,106.4,112.8,-1.1,-3.2,0.5,1.2,14.5,0.25,0.765,0.515,15.337,16.0,0.524,0.567,1.0,0.198,98.72,94.0,78.33,94.0,0.427,2022-11-16
0022200219,1610612752,New York,Knicks,NYK,knicks,240:00,106.4,112.8,105.3,109.6,1.1,3.2,0.649,3.0,18.5,0.235,0.75,0.485,8.029,8.5,0.488,0.543,1.0,0.195,98.72,94.0,78.33,94.0,0.573,2022-11-16
0022200214,1610612737,Atlanta,Hawks,ATL,hawks,240:00,99.3,98.1,124.3,124.8,-25.0,-26.7,0.5,2.33,15.4,0.262,0.825,0.485,8.848,8.7,0.45,0.473,1.0,0.199,101.56,102.0,85.0,103.0,0.391,2022-11-16
0022200214,1610612738,Boston,Celtics,BOS,celtics,240:00,124.3,124.8,99.3,98.1,25.0,26.7,0.604,1.93,21.3,0.175,0.738,0.515,14.793,14.9,0.665,0.682,1.0,0.199,101.56,102.0,85.0,101.0,0.609,2022-11-16
0022200212,1610612753,Orlando,Magic,ORL,magic,240:00,103.4,106.9,122.0,124.8,-18.6,-17.8,0.5,1.31,15.3,0.314,0.778,0.531,15.314,15.8,0.5,0.537,1.0,0.197,103.9,101.0,84.17,101.0,0.384,2022-11-16
0022200212,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,122.0,124.8,103.4,106.9,18.6,17.8,0.609,2.55,20.1,0.222,0.686,0.469,10.647,10.9,0.591,0.628,1.0,0.194,103.9,101.0,84.17,101.0,0.616,2022-11-16
0022200220,1610612756,Phoenix,Suns,PHX,suns,240:00,123.8,121.5,107.7,111.2,16.1,10.3,0.75,2.06,22.6,0.186,0.82,0.527,15.238,15.0,0.634,0.67,1.0,0.198,107.74,107.0,89.17,107.0,0.561,2022-11-16
0022200220,1610612744,Golden State,Warriors,GSW,warriors,240:00,107.7,111.2,123.8,121.5,-16.1,-10.3,0.714,1.76,20.5,0.18,0.814,0.473,15.387,15.9,0.554,0.598,1.0,0.196,107.74,107.0,89.17,107.0,0.439,2022-11-16
0022200213,1610612764,Washington,Wizards,WAS,wizards,240:00,118.2,118.8,122.9,119.8,-4.7,-1.0,0.727,1.68,22.1,0.31,0.775,0.537,18.723,18.8,0.61,0.642,1.0,0.199,99.96,101.0,84.17,101.0,0.53,2022-11-16
0022200213,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,122.9,119.8,118.2,118.8,4.7,1.0,0.545,1.6,18.3,0.225,0.69,0.463,15.238,14.9,0.642,0.654,1.0,0.201,99.96,101.0,84.17,101.0,0.47,2022-11-16
0022200215,1610612761,Toronto,Raptors,TOR,raptors,240:00,119.6,119.1,109.8,111.8,9.7,7.3,0.523,1.64,17.3,0.422,0.818,0.59,14.944,14.9,0.552,0.585,1.0,0.201,94.18,93.5,77.92,94.0,0.55,2022-11-16
0022200215,1610612748,Miami,Heat,MIA,heat,240:00,109.8,111.8,119.6,119.1,-9.7,-7.3,0.528,0.83,16.1,0.182,0.578,0.41,24.292,24.7,0.644,0.687,1.0,0.199,94.18,93.5,77.92,93.0,0.45,2022-11-16
0022200217,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,125.8,126.5,108.4,111.1,17.4,15.4,0.698,2.0,21.3,0.318,0.766,0.549,15.219,15.3,0.606,0.649,1.0,0.197,100.02,98.5,82.08,98.0,0.577,2022-11-16
0022200217,1610612741,Chicago,Bulls,CHI,bulls,240:00,108.4,111.1,125.8,126.5,-17.4,-15.4,0.568,2.08,18.7,0.234,0.682,0.451,11.825,12.1,0.556,0.57,1.0,0.199,100.02,98.5,82.08,99.0,0.423,2022-11-16
0022200211,1610612766,Charlotte,Hornets,CHA,hornets,240:00,106.7,107.6,121.8,120.2,-15.1,-12.6,0.674,1.61,19.5,0.373,0.795,0.556,16.994,17.1,0.521,0.554,1.0,0.198,104.28,104.5,87.08,105.0,0.433,2022-11-16
0022200211,1610612754,Indiana,Pacers,IND,pacers,240:00,121.8,120.2,106.7,107.6,15.1,12.6,0.614,1.93,19.8,0.205,0.627,0.444,13.64,13.5,0.604,0.653,1.0,0.199,104.28,104.5,87.08,104.0,0.567,2022-11-16
0022200218,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,89.0,93.9,101.4,103.1,-12.4,-9.2,0.677,3.5,15.3,0.268,0.707,0.429,5.805,6.1,0.363,0.417,1.0,0.198,101.46,98.0,81.67,98.0,0.367,2022-11-16
0022200218,1610612745,Houston,Rockets,HOU,rockets,240:00,101.4,103.1,89.0,93.9,12.4,9.2,0.6,0.91,16.2,0.293,0.732,0.571,23.102,23.5,0.533,0.59,1.0,0.193,101.46,98.0,81.67,98.0,0.633,2022-11-16
0022200216,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,114.3,120.2,104.8,103.2,9.4,17.1,0.634,1.86,18.9,0.392,0.837,0.61,14.159,14.9,0.57,0.577,1.0,0.202,96.18,94.5,78.75,94.0,0.555,2022-11-16
0022200216,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,104.8,103.2,114.3,120.2,-9.4,-17.1,0.611,2.75,18.1,0.163,0.608,0.39,8.558,8.4,0.5,0.536,1.0,0.201,96.18,94.5,78.75,95.0,0.445,2022-11-16
0022200223,1610612746,LA,Clippers,LAC,clippers,240:00,96.4,99.0,89.6,93.8,6.8,5.2,0.515,0.94,13.4,0.3,0.746,0.541,18.08,18.6,0.475,0.524,1.0,0.199,100.56,97.0,80.83,97.0,0.544,2022-11-17
0022200223,1610612765,Detroit,Pistons,DET,pistons,240:00,89.6,93.8,96.4,99.0,-6.8,-5.2,0.455,1.15,11.9,0.254,0.7,0.459,12.8,13.4,0.409,0.462,1.0,0.195,100.56,97.0,80.83,97.0,0.456,2022-11-17
0022200221,1610612757,Portland,Trail Blazers,POR,blazers,240:00,100.1,107.0,107.8,109.0,-7.7,-2.0,0.611,2.2,16.1,0.279,0.795,0.48,9.356,10.0,0.457,0.51,1.0,0.198,104.0,100.0,83.33,100.0,0.432,2022-11-17
0022200221,1610612751,Brooklyn,Nets,BKN,nets,240:00,107.8,109.0,100.1,107.0,7.7,2.0,0.8,1.88,23.2,0.205,0.721,0.52,16.812,17.0,0.576,0.612,1.0,0.2,104.0,100.0,83.33,100.0,0.568,2022-11-17
0022200222,1610612758,Sacramento,Kings,SAC,kings,240:00,130.6,131.3,110.6,113.1,20.0,18.2,0.583,2.33,21.0,0.229,0.775,0.52,12.053,12.1,0.651,0.695,1.0,0.199,100.42,99.0,82.5,99.0,0.579,2022-11-17
0022200222,1610612759,San Antonio,Spurs,SAS,spurs,240:00,110.6,113.1,130.6,131.3,-20.0,-18.2,0.63,1.53,21.1,0.225,0.771,0.48,18.76,19.2,0.613,0.627,1.0,0.196,100.42,99.0,82.5,99.0,0.421,2022-11-17
0022200233,1610612744,Golden State,Warriors,GSW,warriors,240:00,104.9,108.8,96.2,98.1,8.7,10.8,0.78,1.78,21.4,0.315,0.707,0.518,17.013,17.6,0.549,0.556,1.0,0.197,105.38,102.5,85.42,102.0,0.554,2022-11-18
0022200233,1610612752,New York,Knicks,NYK,knicks,240:00,96.2,98.1,104.9,108.8,-8.7,-10.8,0.533,1.0,11.9,0.293,0.685,0.482,15.244,15.5,0.397,0.495,1.0,0.198,105.38,102.5,85.42,103.0,0.446,2022-11-18
0022200231,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,110.4,110.1,118.8,117.0,-8.4,-6.9,0.558,1.85,18.5,0.178,0.711,0.444,13.169,13.1,0.569,0.588,1.0,0.197,98.6,99.5,82.92,99.0,0.468,2022-11-18
0022200231,1610612738,Boston,Celtics,BOS,celtics,240:00,118.8,117.0,110.4,110.1,8.4,6.9,0.683,1.65,20.4,0.289,0.822,0.556,17.262,17.0,0.6,0.633,1.0,0.201,98.6,99.5,82.92,100.0,0.532,2022-11-18
0022200234,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,122.4,120.8,113.0,114.2,9.4,6.6,0.674,1.81,20.6,0.211,0.76,0.523,15.296,15.1,0.596,0.669,1.0,0.199,105.84,106.0,88.33,106.0,0.569,2022-11-18
0022200234,1610612765,Detroit,Pistons,DET,pistons,240:00,113.0,114.2,122.4,120.8,-9.4,-6.6,0.628,2.45,18.7,0.24,0.789,0.477,10.273,10.4,0.527,0.57,1.0,0.198,105.84,106.0,88.33,106.0,0.431,2022-11-18
0022200227,1610612741,Chicago,Bulls,CHI,bulls,240:00,109.2,109.2,111.7,111.3,-2.5,-2.2,0.659,2.45,19.6,0.3,0.825,0.533,11.224,11.2,0.489,0.535,1.0,0.198,97.34,97.5,81.25,98.0,0.508,2022-11-18
0022200227,1610612753,Orlando,Magic,ORL,magic,240:00,111.7,111.3,109.2,109.2,2.5,2.2,0.658,1.56,19.6,0.175,0.7,0.467,16.549,16.5,0.571,0.623,1.0,0.201,97.34,97.5,81.25,97.0,0.492,2022-11-18
0022200229,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,115.7,118.6,105.9,106.8,9.7,11.8,0.667,2.36,17.6,0.35,0.792,0.558,10.516,10.8,0.495,0.547,1.0,0.199,104.22,102.5,85.42,102.0,0.531,2022-11-18
0022200229,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,105.9,106.8,115.7,118.6,-9.7,-11.8,0.756,3.09,23.3,0.208,0.65,0.442,10.593,10.7,0.526,0.545,1.0,0.197,104.22,102.5,85.42,103.0,0.469,2022-11-18
0022200230,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,136.1,135.1,101.1,103.1,35.0,32.0,0.63,2.9,22.6,0.188,0.732,0.534,10.716,10.6,0.682,0.711,1.0,0.197,95.62,95.0,79.17,94.0,0.672,2022-11-18
0022200230,1610612743,Denver,Nuggets,DEN,nuggets,240:00,101.1,103.1,136.1,135.1,-35.0,-32.0,0.632,1.85,17.8,0.268,0.813,0.466,13.276,13.5,0.478,0.506,1.0,0.191,95.62,95.0,79.17,96.0,0.328,2022-11-18
0022200228,1610612745,Houston,Rockets,HOU,rockets,240:00,88.3,93.8,102.2,102.1,-13.9,-8.2,0.517,0.88,11.4,0.362,0.731,0.536,16.492,17.5,0.372,0.455,1.0,0.198,99.98,97.0,80.83,97.0,0.407,2022-11-18
0022200228,1610612754,Indiana,Pacers,IND,pacers,240:00,102.2,102.1,88.3,93.8,13.9,8.2,0.758,1.67,18.7,0.269,0.638,0.464,15.483,15.5,0.476,0.527,1.0,0.2,99.98,97.0,80.83,97.0,0.593,2022-11-18
0022200226,1610612755,Philadelphia,76ers,PHI,sixers,240:00,108.4,107.8,97.9,100.0,10.6,7.8,0.7,1.56,20.7,0.163,0.774,0.5,17.744,17.6,0.596,0.615,1.0,0.199,102.84,102.0,85.0,102.0,0.555,2022-11-18
0022200226,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,97.9,100.0,108.4,107.8,-10.6,-7.8,0.537,1.69,16.4,0.226,0.837,0.5,12.471,12.7,0.522,0.514,1.0,0.198,102.84,102.0,85.0,102.0,0.445,2022-11-18
0022200224,1610612764,Washington,Wizards,WAS,wizards,265:00,97.1,99.1,94.6,98.1,2.6,0.9,0.805,2.06,21.8,0.193,0.742,0.488,14.524,14.8,0.505,0.524,1.0,0.196,100.64,97.81,81.51,108.0,0.521,2022-11-18
0022200224,1610612748,Miami,Heat,MIA,heat,265:00,94.6,98.1,97.1,99.1,-2.6,-0.9,0.657,2.3,15.9,0.258,0.807,0.512,8.922,9.3,0.413,0.473,1.0,0.197,100.64,97.81,81.51,108.0,0.479,2022-11-18
0022200225,1610612739,Cleveland,Cavaliers,CLE,cavaliers,290:00,110.8,113.8,102.0,105.2,8.8,8.6,0.51,1.25,16.5,0.213,0.667,0.483,16.795,17.2,0.576,0.622,1.0,0.195,98.75,96.0,80.0,116.0,0.587,2022-11-18
0022200225,1610612766,Charlotte,Hornets,CHA,hornets,290:00,102.0,105.2,110.8,113.8,-8.8,-8.6,0.545,1.5,14.9,0.333,0.787,0.517,13.382,13.8,0.464,0.506,1.0,0.195,98.75,96.0,80.0,116.0,0.413,2022-11-18
0022200232,1610612762,Utah,Jazz,UTA,jazz,240:00,124.6,131.4,122.8,127.9,1.8,3.5,0.627,1.88,21.3,0.304,0.609,0.457,15.805,16.7,0.648,0.66,1.0,0.194,107.94,103.0,85.83,102.0,0.476,2022-11-18
0022200232,1610612756,Phoenix,Suns,PHX,suns,240:00,122.8,127.9,124.6,131.4,-1.8,-3.5,0.592,2.07,19.4,0.391,0.696,0.543,12.925,13.5,0.569,0.625,1.0,0.199,107.94,103.0,85.83,104.0,0.524,2022-11-18
0022200237,1610612755,Philadelphia,76ers,PHI,sixers,240:00,105.7,103.8,104.1,107.7,1.6,-3.9,0.618,0.95,16.4,0.1,0.771,0.466,21.343,21.0,0.577,0.641,1.0,0.2,105.32,104.5,87.08,105.0,0.485,2022-11-19
0022200237,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,104.1,107.7,105.7,103.8,-1.6,3.9,0.7,1.4,19.5,0.229,0.9,0.534,18.594,19.2,0.541,0.586,1.0,0.192,105.32,104.5,87.08,104.0,0.515,2022-11-19
0022200238,1610612757,Portland,Trail Blazers,POR,blazers,240:00,109.8,111.9,114.4,116.8,-4.6,-5.0,0.692,1.5,19.3,0.298,0.714,0.51,17.496,17.8,0.548,0.595,1.0,0.198,103.0,101.0,84.17,101.0,0.509,2022-11-19
0022200238,1610612762,Utah,Jazz,UTA,jazz,240:00,114.4,116.8,109.8,111.9,4.6,5.0,0.548,1.77,16.8,0.286,0.702,0.49,12.607,12.9,0.538,0.583,1.0,0.198,103.0,101.0,84.17,101.0,0.491,2022-11-19
0022200236,1610612754,Indiana,Pacers,IND,pacers,240:00,112.5,117.5,110.3,115.3,2.2,2.2,0.659,1.8,19.2,0.353,0.661,0.514,14.799,15.5,0.556,0.58,1.0,0.201,101.9,97.5,81.25,97.0,0.525,2022-11-19
0022200236,1610612753,Orlando,Magic,ORL,magic,240:00,110.3,115.3,112.5,117.5,-2.2,-2.2,0.41,1.45,12.4,0.339,0.647,0.486,10.738,11.2,0.516,0.552,1.0,0.197,101.9,97.5,81.25,98.0,0.475,2022-11-19
0022200239,1610612746,LA,Clippers,LAC,clippers,240:00,124.8,124.0,100.8,102.1,24.0,21.9,0.727,2.46,23.8,0.25,0.667,0.484,13.633,13.5,0.673,0.666,1.0,0.199,95.8,95.5,79.58,96.0,0.593,2022-11-19
0022200239,1610612759,San Antonio,Spurs,SAS,spurs,240:00,100.8,102.1,124.8,124.0,-24.0,-21.9,0.611,1.47,16.5,0.333,0.75,0.516,15.586,15.8,0.454,0.504,1.0,0.2,95.8,95.5,79.58,95.0,0.407,2022-11-19
0022200235,1610612737,Atlanta,Hawks,ATL,hawks,265:00,112.6,109.7,106.4,109.9,6.3,-0.2,0.5,1.53,16.0,0.24,0.677,0.482,13.626,13.3,0.538,0.584,1.0,0.2,101.78,101.43,84.53,113.0,0.52,2022-11-19
0022200235,1610612761,Toronto,Raptors,TOR,raptors,265:00,106.4,109.9,112.6,109.7,-6.3,0.2,0.563,1.93,17.0,0.323,0.76,0.518,12.208,12.6,0.481,0.518,1.0,0.196,101.78,101.43,84.53,111.0,0.48,2022-11-19
0022200242,1610612758,Sacramento,Kings,SAC,kings,240:00,132.5,134.3,127.6,127.7,4.9,6.6,0.617,2.64,20.7,0.308,0.773,0.554,10.638,10.8,0.624,0.682,1.0,0.201,102.26,101.5,84.58,102.0,0.568,2022-11-20
0022200242,1610612765,Detroit,Pistons,DET,pistons,240:00,127.6,127.7,132.5,134.3,-4.9,-6.6,0.426,1.67,15.3,0.227,0.692,0.446,11.867,11.9,0.612,0.651,1.0,0.196,102.26,101.5,84.58,101.0,0.432,2022-11-20
