gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,gameDate
0022200001,1610612738,Boston,Celtics,BOS,celtics,240:00,126.9,129.9,114.3,119.4,12.5,10.5,0.522,2.18,18.6,0.256,0.81,0.543,11.075,11.3,0.634,0.668,1.0,0.197,100.82,97.5,81.25,97.0,0.566,2022-10-18
0022200001,1610612755,Philadelphia,76ers,PHI,sixers,240:00,114.3,119.4,126.9,129.9,-12.5,-10.5,0.4,1.14,13.1,0.19,0.744,0.457,13.683,14.3,0.581,0.634,1.0,0.192,100.82,97.5,81.25,98.0,0.434,2022-10-18
0022200002,1610612744,Golden State,Warriors,GSW,warriors,240:00,105.9,107.0,92.4,97.3,13.6,9.6,0.689,1.72,19.6,0.281,0.754,0.518,15.501,15.7,0.535,0.564,1.0,0.198,117.06,113.5,94.58,115.0,0.548,2022-10-18
0022200002,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,92.4,97.3,105.9,107.0,-13.6,-9.6,0.575,1.05,15.3,0.246,0.719,0.482,18.644,19.6,0.479,0.519,1.0,0.197,117.06,113.5,94.58,112.0,0.452,2022-10-18
0022200004,1610612754,Indiana,Pacers,IND,pacers,240:00,97.9,102.9,108.0,108.6,-10.0,-5.7,0.538,1.4,14.8,0.29,0.647,0.451,13.731,14.4,0.479,0.504,1.0,0.2,107.4,104.5,87.08,104.0,0.424,2022-10-19
0022200004,1610612764,Washington,Wizards,WAS,wizards,240:00,108.0,108.6,97.9,102.9,10.0,5.7,0.5,1.24,14.9,0.353,0.71,0.549,16.105,16.2,0.516,0.556,1.0,0.199,107.4,104.5,87.08,105.0,0.576,2022-10-19
0022200011,1610612759,San Antonio,Spurs,SAS,spurs,240:00,93.4,97.1,122.7,120.6,-29.3,-23.4,0.55,1.47,15.1,0.295,0.667,0.459,13.731,14.3,0.439,0.471,1.0,0.2,107.18,106.0,88.33,105.0,0.368,2022-10-19
0022200011,1610612766,Charlotte,Hornets,CHA,hornets,240:00,122.7,120.6,93.4,97.1,29.3,23.4,0.542,1.73,17.9,0.333,0.705,0.541,14.269,14.0,0.58,0.619,1.0,0.2,107.18,106.0,88.33,107.0,0.632,2022-10-19
0022200007,1610612748,Miami,Heat,MIA,heat,240:00,104.5,102.9,107.1,110.5,-2.6,-7.6,0.568,1.11,15.9,0.196,0.696,0.471,18.389,18.1,0.538,0.585,1.0,0.201,105.82,105.0,87.5,105.0,0.478,2022-10-19
0022200007,1610612741,Chicago,Bulls,CHI,bulls,240:00,107.1,110.5,104.5,102.9,2.6,7.6,0.561,1.53,16.0,0.304,0.804,0.529,13.848,14.3,0.511,0.551,1.0,0.198,105.82,105.0,87.5,105.0,0.522,2022-10-19
0022200005,1610612737,Atlanta,Hawks,ATL,hawks,240:00,110.8,110.4,101.3,100.9,9.5,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.526,8.5,0.539,0.582,1.0,0.201,105.58,106.0,88.33,106.0,0.572,2022-10-19
0022200005,1610612745,Houston,Rockets,HOU,rockets,240:00,101.3,100.9,110.8,110.4,-9.5,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.152,15.1,0.474,0.511,1.0,0.199,105.58,106.0,88.33,106.0,0.428,2022-10-19
0022200012,1610612762,Utah,Jazz,UTA,jazz,240:00,116.4,119.4,100.1,100.0,16.4,19.4,0.643,1.35,18.8,0.409,0.75,0.58,18.932,19.4,0.602,0.636,1.0,0.201,103.78,102.5,85.42,103.0,0.585,2022-10-19
0022200012,1610612743,Denver,Nuggets,DEN,nuggets,240:00,100.1,100.0,116.4,119.4,-16.4,-19.4,0.525,1.0,15.8,0.25,0.591,0.42,20.604,20.6,0.512,0.561,1.0,0.2,103.78,102.5,85.42,102.0,0.415,2022-10-19
0022200006,1610612751,Brooklyn,Nets,BKN,nets,240:00,101.4,105.9,123.8,127.5,-22.5,-21.6,0.55,1.38,16.0,0.226,0.571,0.404,15.015,15.7,0.506,0.542,1.0,0.196,105.78,102.0,85.0,102.0,0.392,2022-10-19
0022200006,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,123.8,127.5,101.4,105.9,22.5,21.6,0.62,2.38,19.7,0.429,0.774,0.596,12.381,12.7,0.549,0.575,1.0,0.195,105.78,102.0,85.0,102.0,0.608,2022-10-19
0022200010,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,106.0,109.5,101.2,100.9,4.7,8.6,0.641,1.79,16.9,0.3,0.683,0.496,12.901,13.3,0.468,0.53,1.0,0.201,107.6,106.0,88.33,105.0,0.548,2022-10-19
0022200010,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,101.2,100.9,106.0,109.5,-4.7,-8.6,0.579,1.57,15.2,0.317,0.7,0.504,13.123,13.1,0.455,0.497,1.0,0.199,107.6,106.0,88.33,107.0,0.452,2022-10-19
0022200014,1610612758,Sacramento,Kings,SAC,kings,240:00,102.5,106.9,112.2,113.9,-9.7,-6.9,0.692,1.69,19.8,0.234,0.736,0.5,15.186,15.8,0.559,0.578,1.0,0.199,103.94,101.0,84.17,101.0,0.474,2022-10-19
0022200014,1610612757,Portland,Trail Blazers,POR,blazers,240:00,112.2,113.9,102.5,106.9,9.7,6.9,0.513,1.82,15.0,0.264,0.766,0.5,10.73,10.9,0.506,0.561,1.0,0.199,103.94,101.0,84.17,101.0,0.526,2022-10-19
0022200009,1610612763,Memphis,Grizzlies,MEM,grizzlies,265:00,102.6,107.5,101.0,105.7,1.6,1.8,0.643,1.93,17.0,0.4,0.676,0.536,12.487,13.1,0.468,0.487,1.0,0.198,101.0,96.45,80.38,107.0,0.529,2022-10-19
0022200009,1610612752,New York,Knicks,NYK,knicks,265:00,101.0,105.7,102.6,107.5,-1.6,-1.8,0.636,2.33,17.8,0.324,0.6,0.464,10.819,11.3,0.445,0.479,1.0,0.195,101.0,96.45,80.38,106.0,0.471,2022-10-19
0022200013,1610612756,Phoenix,Suns,PHX,suns,240:00,108.4,113.8,108.3,110.5,0.1,3.3,0.625,2.08,19.0,0.255,0.783,0.516,12.161,12.8,0.518,0.565,1.0,0.197,97.82,94.5,78.75,94.0,0.515,2022-10-19
0022200013,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,108.3,110.5,108.4,113.8,-0.1,-3.3,0.486,1.42,14.3,0.217,0.745,0.484,12.376,12.6,0.56,0.584,1.0,0.2,97.82,94.5,78.75,95.0,0.485,2022-10-19
0022200003,1610612765,Detroit,Pistons,DET,pistons,240:00,107.0,111.9,106.5,106.9,0.6,5.0,0.775,2.38,20.9,0.293,0.723,0.486,12.315,12.9,0.5,0.54,1.0,0.197,103.96,101.5,84.58,101.0,0.525,2022-10-19
0022200003,1610612753,Orlando,Magic,ORL,magic,240:00,106.5,106.9,107.0,111.9,-0.6,-5.0,0.5,1.17,15.7,0.277,0.707,0.514,17.585,17.6,0.552,0.578,1.0,0.199,103.96,101.5,84.58,102.0,0.475,2022-10-19
0022200008,1610612761,Toronto,Raptors,TOR,raptors,240:00,106.8,109.1,107.0,106.1,-0.2,3.0,0.528,1.46,14.4,0.321,0.805,0.532,12.861,13.1,0.494,0.54,1.0,0.202,99.6,99.0,82.5,99.0,0.479,2022-10-19
0022200008,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,107.0,106.1,106.8,109.1,0.2,-3.0,0.658,1.47,19.4,0.195,0.679,0.468,17.326,17.2,0.558,0.603,1.0,0.202,99.6,99.0,82.5,99.0,0.521,2022-10-19
0022200015,1610612755,Philadelphia,76ers,PHI,sixers,240:00,94.9,92.6,92.6,94.7,2.3,-2.1,0.472,1.7,14.7,0.125,0.788,0.47,10.785,10.5,0.464,0.496,1.0,0.201,94.94,95.0,79.17,95.0,0.503,2022-10-20
0022200015,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,92.6,94.7,94.9,92.6,-2.3,2.1,0.706,1.71,18.7,0.212,0.875,0.53,14.409,14.7,0.482,0.499,1.0,0.196,94.94,95.0,79.17,95.0,0.497,2022-10-20
0022200016,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,90.3,91.5,96.6,99.0,-6.3,-7.5,0.697,2.3,16.6,0.2,0.717,0.414,9.308,9.4,0.399,0.46,1.0,0.199,107.04,105.0,87.5,106.0,0.458,2022-10-20
0022200016,1610612746,LA,Clippers,LAC,clippers,240:00,96.6,99.0,90.3,91.5,6.3,7.5,0.486,0.78,13.4,0.283,0.8,0.586,21.568,22.1,0.519,0.55,1.0,0.199,107.04,105.0,87.5,104.0,0.542,2022-10-20
0022200026,1610612744,Golden State,Warriors,GSW,warriors,240:00,109.9,113.9,121.9,120.8,-12.0,-6.9,0.81,1.79,22.2,0.292,0.714,0.489,16.982,17.6,0.563,0.616,1.0,0.197,108.44,107.0,89.17,108.0,0.48,2022-10-21
0022200026,1610612743,Denver,Nuggets,DEN,nuggets,240:00,121.9,120.8,109.9,113.9,12.0,6.9,0.652,1.5,20.4,0.286,0.708,0.511,19.048,18.9,0.622,0.66,1.0,0.202,108.44,107.0,89.17,106.0,0.52,2022-10-21
0022200019,1610612764,Washington,Wizards,WAS,wizards,240:00,105.3,103.0,103.6,103.1,1.7,-0.1,0.634,1.53,20.3,0.179,0.771,0.506,17.555,17.2,0.575,0.601,1.0,0.198,96.68,98.0,81.67,99.0,0.545,2022-10-21
0022200019,1610612741,Chicago,Bulls,CHI,bulls,240:00,103.6,103.1,105.3,103.0,-1.7,0.1,0.576,1.46,15.1,0.229,0.821,0.494,13.469,13.4,0.462,0.535,1.0,0.203,96.68,98.0,81.67,97.0,0.455,2022-10-21
0022200027,1610612757,Portland,Trail Blazers,POR,blazers,265:00,106.8,103.7,99.8,102.8,7.0,0.9,0.389,0.67,10.5,0.306,0.717,0.52,19.841,19.3,0.5,0.577,1.0,0.195,98.3,98.26,81.89,109.0,0.494,2022-10-21
0022200027,1610612756,Phoenix,Suns,PHX,suns,265:00,99.8,102.8,106.8,103.7,-7.0,-0.9,0.721,1.82,20.5,0.283,0.694,0.48,15.282,15.7,0.511,0.538,1.0,0.198,98.3,98.26,81.89,108.0,0.506,2022-10-21
0022200024,1610612745,Houston,Rockets,HOU,rockets,240:00,113.8,118.4,122.0,126.5,-8.2,-8.0,0.409,1.29,13.0,0.357,0.614,0.487,13.06,13.6,0.559,0.574,1.0,0.198,106.48,102.5,85.42,103.0,0.436,2022-10-21
0022200024,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,122.0,126.5,113.8,118.4,8.2,8.0,0.578,2.17,17.5,0.386,0.643,0.513,11.346,11.8,0.556,0.582,1.0,0.2,106.48,102.5,85.42,102.0,0.564,2022-10-21
0022200021,1610612751,Brooklyn,Nets,BKN,nets,240:00,117.5,114.7,106.1,109.4,11.4,5.4,0.684,2.0,19.7,0.277,0.708,0.495,14.015,13.7,0.556,0.588,1.0,0.202,95.84,95.5,79.58,95.0,0.516,2022-10-21
0022200021,1610612761,Toronto,Raptors,TOR,raptors,240:00,106.1,109.4,117.5,114.7,-11.4,-5.4,0.61,1.67,19.0,0.292,0.723,0.505,15.164,15.6,0.554,0.571,1.0,0.195,95.84,95.5,79.58,96.0,0.484,2022-10-21
0022200020,1610612737,Atlanta,Hawks,ATL,hawks,240:00,103.8,105.9,95.9,97.0,7.9,8.9,0.65,1.53,18.7,0.286,0.776,0.531,16.34,16.7,0.522,0.562,1.0,0.2,103.12,101.5,84.58,102.0,0.567,2022-10-21
0022200020,1610612753,Orlando,Magic,ORL,magic,240:00,95.9,97.0,103.8,105.9,-7.9,-8.9,0.485,0.84,12.5,0.224,0.714,0.469,18.591,18.8,0.463,0.526,1.0,0.198,103.12,101.5,84.58,101.0,0.433,2022-10-21
0022200022,1610612748,Miami,Heat,MIA,heat,240:00,106.6,109.5,118.6,116.8,-12.0,-7.4,0.548,2.3,17.5,0.314,0.658,0.461,10.246,10.5,0.5,0.527,1.0,0.199,95.6,95.0,79.17,95.0,0.479,2022-10-21
0022200022,1610612738,Boston,Celtics,BOS,celtics,240:00,118.6,116.8,106.6,109.5,12.0,7.4,0.415,0.85,13.9,0.342,0.686,0.539,21.368,21.1,0.608,0.648,1.0,0.199,95.6,95.0,79.17,95.0,0.521,2022-10-21
0022200023,1610612752,New York,Knicks,NYK,knicks,240:00,123.0,125.0,99.9,101.9,23.1,23.1,0.58,2.42,19.9,0.28,0.69,0.5,11.355,11.5,0.611,0.621,1.0,0.199,105.88,104.0,86.67,104.0,0.595,2022-10-21
0022200023,1610612765,Detroit,Pistons,DET,pistons,240:00,99.9,101.9,123.0,125.0,-23.1,-23.1,0.667,1.73,17.9,0.31,0.72,0.5,14.14,14.4,0.483,0.509,1.0,0.202,105.88,104.0,86.67,104.0,0.405,2022-10-21
0022200018,1610612754,Indiana,Pacers,IND,pacers,240:00,115.8,118.6,124.1,123.4,-8.3,-4.8,0.627,2.0,19.8,0.377,0.791,0.563,13.831,14.2,0.543,0.589,1.0,0.197,113.02,112.0,93.33,113.0,0.459,2022-10-21
0022200018,1610612759,San Antonio,Spurs,SAS,spurs,240:00,124.1,123.4,115.8,118.6,8.3,4.8,0.773,2.0,22.5,0.209,0.623,0.438,15.404,15.3,0.648,0.683,1.0,0.203,113.02,112.0,93.33,111.0,0.541,2022-10-21
0022200017,1610612766,Charlotte,Hornets,CHA,hornets,240:00,105.5,108.7,116.7,119.2,-11.2,-10.5,0.682,2.14,20.4,0.264,0.583,0.416,13.188,13.6,0.521,0.543,1.0,0.196,106.22,103.5,86.25,103.0,0.424,2022-10-21
0022200017,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,116.7,119.2,105.5,108.7,11.2,10.5,0.548,1.44,15.9,0.417,0.736,0.584,15.055,15.4,0.517,0.589,1.0,0.198,106.22,103.5,86.25,104.0,0.576,2022-10-21
0022200025,1610612750,Minnesota,Timberwolves,MIN,timberwolves,265:00,108.5,111.5,115.5,116.8,-7.0,-5.3,0.408,1.0,12.7,0.41,0.642,0.531,17.224,17.7,0.509,0.538,1.0,0.198,104.31,102.34,85.28,113.0,0.438,2022-10-21
0022200025,1610612762,Utah,Jazz,UTA,jazz,265:00,115.5,116.8,108.5,111.5,7.0,5.3,0.796,3.0,22.6,0.358,0.59,0.469,11.38,11.5,0.532,0.549,1.0,0.201,104.31,102.34,85.28,113.0,0.562,2022-10-21
0022200030,1610612753,Orlando,Magic,ORL,magic,240:00,117.5,121.2,125.6,126.0,-8.1,-4.8,0.467,2.33,15.5,0.321,0.809,0.55,8.813,9.1,0.553,0.571,1.0,0.202,101.22,99.5,82.92,99.0,0.472,2022-10-22
0022200030,1610612738,Boston,Celtics,BOS,celtics,240:00,125.6,126.0,117.5,121.2,8.1,4.8,0.571,3.0,18.3,0.191,0.679,0.45,7.974,8.0,0.592,0.634,1.0,0.198,101.22,99.5,82.92,100.0,0.528,2022-10-22
0022200031,1610612748,Miami,Heat,MIA,heat,240:00,114.4,117.9,112.0,114.7,2.4,3.2,0.737,1.75,21.2,0.275,0.755,0.548,16.347,16.8,0.572,0.637,1.0,0.196,97.6,95.0,79.17,95.0,0.533,2022-10-22
0022200031,1610612761,Toronto,Raptors,TOR,raptors,240:00,112.0,114.7,114.4,117.9,-2.4,-3.2,0.649,4.0,18.6,0.245,0.725,0.452,6.165,6.3,0.506,0.549,1.0,0.199,97.6,95.0,79.17,95.0,0.467,2022-10-22
0022200029,1610612754,Indiana,Pacers,IND,pacers,240:00,118.6,121.6,109.3,111.7,9.3,9.9,0.622,2.55,18.4,0.371,0.629,0.5,10.52,10.8,0.515,0.546,1.0,0.199,104.88,102.5,85.42,102.0,0.562,2022-10-22
0022200029,1610612765,Detroit,Pistons,DET,pistons,240:00,109.3,111.7,118.6,121.6,-9.3,-9.9,0.703,1.86,17.5,0.371,0.629,0.5,13.308,13.6,0.484,0.531,1.0,0.2,104.88,102.5,85.42,103.0,0.438,2022-10-22
0022200028,1610612755,Philadelphia,76ers,PHI,sixers,240:00,109.0,111.7,116.8,121.3,-7.8,-9.6,0.703,2.17,19.4,0.347,0.653,0.5,12.458,12.8,0.5,0.545,1.0,0.201,96.96,94.0,78.33,94.0,0.472,2022-10-22
0022200028,1610612759,San Antonio,Spurs,SAS,spurs,240:00,116.8,121.3,109.0,111.7,7.8,9.6,0.628,1.93,19.8,0.347,0.653,0.5,14.344,14.9,0.573,0.596,1.0,0.199,96.96,94.0,78.33,94.0,0.528,2022-10-22
0022200035,1610612743,Denver,Nuggets,DEN,nuggets,240:00,113.3,118.4,109.2,112.5,4.1,5.9,0.786,1.83,22.1,0.264,0.732,0.505,16.722,17.5,0.612,0.618,1.0,0.199,107.38,103.5,86.25,103.0,0.514,2022-10-22
0022200035,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,109.2,112.5,113.3,118.4,-4.1,-5.9,0.69,2.23,19.8,0.268,0.736,0.495,12.136,12.5,0.527,0.562,1.0,0.196,107.38,103.5,86.25,104.0,0.486,2022-10-22
0022200032,1610612741,Chicago,Bulls,CHI,bulls,240:00,101.1,98.0,124.4,130.6,-23.3,-32.7,0.559,1.9,15.3,0.192,0.658,0.389,10.526,10.2,0.446,0.505,1.0,0.2,98.96,98.0,81.67,98.0,0.362,2022-10-22
0022200032,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,124.4,130.6,101.1,98.0,23.3,32.7,0.667,1.78,22.4,0.342,0.808,0.611,17.489,18.4,0.659,0.689,1.0,0.193,98.96,98.0,81.67,98.0,0.638,2022-10-22
0022200036,1610612758,Sacramento,Kings,SAC,kings,240:00,109.6,111.2,112.5,112.1,-2.9,-0.9,0.6,2.0,18.1,0.208,0.81,0.489,12.068,12.2,0.553,0.565,1.0,0.199,99.06,98.5,82.08,98.0,0.448,2022-10-22
0022200036,1610612746,LA,Clippers,LAC,clippers,240:00,112.5,112.1,109.6,111.2,2.9,0.9,0.585,1.85,18.8,0.19,0.792,0.511,13.174,13.1,0.562,0.612,1.0,0.201,99.06,98.5,82.08,99.0,0.552,2022-10-22
0022200034,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,129.4,137.0,94.5,94.1,34.9,42.9,0.511,1.53,16.0,0.438,0.796,0.619,14.172,15.0,0.594,0.647,1.0,0.199,103.7,101.0,84.17,100.0,0.702,2022-10-22
0022200034,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,94.5,94.1,129.4,137.0,-34.9,-42.9,0.588,1.11,15.7,0.204,0.563,0.381,17.724,17.6,0.487,0.536,1.0,0.197,103.7,101.0,84.17,102.0,0.298,2022-10-22
0022200033,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,122.3,126.3,103.3,106.1,19.0,20.2,0.604,1.81,20.8,0.238,0.689,0.505,15.649,16.2,0.659,0.663,1.0,0.194,101.96,99.0,82.5,99.0,0.614,2022-10-22
0022200033,1610612745,Houston,Rockets,HOU,rockets,240:00,103.3,106.1,122.3,126.3,-19.0,-20.2,0.556,1.43,14.6,0.311,0.762,0.495,13.769,14.1,0.473,0.511,1.0,0.195,101.96,99.0,82.5,99.0,0.386,2022-10-22
0022200037,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,100.2,103.0,104.0,103.9,-3.9,-1.0,0.634,2.0,18.6,0.226,0.673,0.441,12.524,12.9,0.478,0.516,1.0,0.197,102.84,101.5,84.58,101.0,0.496,2022-10-23
0022200037,1610612757,Portland,Trail Blazers,POR,blazers,240:00,104.0,103.9,100.2,103.0,3.9,1.0,0.514,1.0,14.2,0.327,0.774,0.559,18.649,18.6,0.5,0.553,1.0,0.2,102.84,101.5,84.58,102.0,0.504,2022-10-23
0022200039,1610612739,Cleveland,Cavaliers,CLE,cavaliers,265:00,112.5,113.6,97.6,105.9,14.9,7.7,0.463,1.46,13.7,0.339,0.714,0.514,12.5,12.6,0.495,0.547,1.0,0.198,96.72,92.38,76.98,103.0,0.543,2022-10-23
0022200039,1610612764,Washington,Wizards,WAS,wizards,265:00,97.6,105.9,112.5,113.6,-14.9,-7.7,0.581,1.25,18.0,0.286,0.661,0.486,18.248,19.8,0.563,0.572,1.0,0.195,96.72,92.38,76.98,101.0,0.457,2022-10-23
0022200040,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,105.5,109.0,108.6,110.9,-3.1,-1.9,0.625,1.76,18.9,0.382,0.661,0.523,14.824,15.3,0.51,0.542,1.0,0.2,102.79,100.08,83.4,111.0,0.489,2022-10-23
0022200040,1610612762,Utah,Jazz,UTA,jazz,265:00,108.6,110.9,105.5,109.0,3.1,1.9,0.674,1.71,18.6,0.339,0.618,0.477,15.135,15.5,0.505,0.553,1.0,0.198,102.79,100.08,83.4,110.0,0.511,2022-10-23
0022200041,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,102.7,106.0,115.2,116.0,-12.5,-10.0,0.585,2.18,17.4,0.263,0.681,0.452,10.655,11.0,0.484,0.513,1.0,0.198,101.96,100.0,83.33,100.0,0.437,2022-10-23
0022200041,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,115.2,116.0,102.7,106.0,12.5,10.0,0.522,1.6,17.6,0.319,0.737,0.548,14.899,15.0,0.58,0.594,1.0,0.201,101.96,100.0,83.33,100.0,0.563,2022-10-23
0022200038,1610612737,Atlanta,Hawks,ATL,hawks,240:00,105.5,107.9,122.1,124.8,-16.6,-16.8,0.59,1.92,16.2,0.333,0.638,0.467,11.614,11.9,0.453,0.508,1.0,0.199,103.26,101.0,84.17,101.0,0.424,2022-10-23
0022200038,1610612766,Charlotte,Hornets,CHA,hornets,240:00,122.1,124.8,105.5,107.9,16.6,16.8,0.596,2.0,19.3,0.362,0.667,0.533,13.566,13.9,0.583,0.61,1.0,0.196,103.26,101.0,84.17,101.0,0.576,2022-10-23
0022200042,1610612744,Golden State,Warriors,GSW,warriors,240:00,118.4,117.1,109.6,113.6,8.7,3.5,0.533,1.85,17.2,0.191,0.66,0.44,11.835,11.7,0.598,0.632,1.0,0.202,111.92,110.5,92.08,111.0,0.507,2022-10-23
0022200042,1610612758,Sacramento,Kings,SAC,kings,240:00,109.6,113.6,118.4,117.1,-8.7,-3.5,0.66,1.94,19.6,0.34,0.809,0.56,14.035,14.5,0.525,0.563,1.0,0.2,111.92,110.5,92.08,110.0,0.493,2022-10-23
0022200043,1610612746,LA,Clippers,LAC,clippers,240:00,98.1,97.9,114.0,114.3,-15.8,-16.3,0.444,1.07,13.1,0.204,0.686,0.45,15.496,15.5,0.494,0.523,1.0,0.198,97.54,97.5,81.25,97.0,0.408,2022-10-23
0022200043,1610612756,Phoenix,Suns,PHX,suns,240:00,114.0,114.3,98.1,97.9,15.8,16.3,0.674,2.23,20.7,0.314,0.796,0.55,13.228,13.3,0.543,0.57,1.0,0.198,97.54,97.5,81.25,98.0,0.592,2022-10-23
0022200048,1610612745,Houston,Rockets,HOU,rockets,240:00,110.6,114.0,105.8,109.1,4.8,4.9,0.447,1.06,12.4,0.418,0.593,0.505,15.522,16.0,0.483,0.548,1.0,0.198,102.56,99.5,82.92,100.0,0.518,2022-10-24
0022200048,1610612762,Utah,Jazz,UTA,jazz,240:00,105.8,109.1,110.6,114.0,-4.8,-4.9,0.523,1.15,16.1,0.407,0.582,0.495,19.6,20.2,0.532,0.54,1.0,0.198,102.56,99.5,82.92,99.0,0.482,2022-10-24
0022200045,1610612748,Miami,Heat,MIA,heat,240:00,91.0,92.8,101.2,101.0,-10.2,-8.2,0.655,1.58,15.1,0.2,0.774,0.481,12.136,12.4,0.398,0.474,1.0,0.198,97.84,97.0,80.83,97.0,0.461,2022-10-24
0022200045,1610612761,Toronto,Raptors,TOR,raptors,240:00,101.2,101.0,91.0,92.8,10.2,8.2,0.647,1.83,17.1,0.226,0.8,0.519,12.397,12.4,0.477,0.517,1.0,0.2,97.84,97.0,80.83,97.0,0.539,2022-10-24
0022200047,1610612741,Chicago,Bulls,CHI,bulls,240:00,120.3,117.6,99.7,101.0,20.6,16.7,0.69,2.07,20.3,0.304,0.75,0.564,14.034,13.7,0.54,0.601,1.0,0.197,101.02,101.5,84.58,102.0,0.634,2022-10-24
0022200047,1610612738,Boston,Celtics,BOS,celtics,240:00,99.7,101.0,120.3,117.6,-20.6,-16.7,0.703,2.36,18.3,0.25,0.696,0.436,10.755,10.9,0.46,0.484,1.0,0.198,101.02,101.5,84.58,101.0,0.366,2022-10-24
0022200050,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,103.4,103.9,104.8,110.6,-1.5,-6.7,0.632,1.5,17.6,0.24,0.661,0.473,15.601,15.7,0.488,0.549,1.0,0.201,106.14,103.0,85.83,102.0,0.48,2022-10-24
0022200050,1610612759,San Antonio,Spurs,SAS,spurs,240:00,104.8,110.6,103.4,103.9,1.5,6.7,0.771,2.85,23.0,0.339,0.76,0.527,11.848,12.5,0.514,0.519,1.0,0.196,106.14,103.0,85.83,104.0,0.52,2022-10-24
0022200051,1610612757,Portland,Trail Blazers,POR,blazers,240:00,138.3,140.6,115.6,114.6,22.7,26.0,0.479,2.3,17.7,0.275,0.755,0.539,10.242,10.4,0.675,0.698,1.0,0.193,96.4,96.0,80.0,96.0,0.609,2022-10-24
0022200051,1610612743,Denver,Nuggets,DEN,nuggets,240:00,115.6,114.6,138.3,140.6,-22.7,-26.0,0.622,3.5,21.0,0.245,0.725,0.461,8.407,8.3,0.56,0.566,1.0,0.2,96.4,96.0,80.0,96.0,0.391,2022-10-24
0022200044,1610612755,Philadelphia,76ers,PHI,sixers,240:00,128.6,129.0,106.9,112.8,21.6,16.3,0.658,3.13,19.9,0.205,0.618,0.434,8.573,8.6,0.594,0.65,1.0,0.199,96.22,93.5,77.92,93.0,0.583,2022-10-24
0022200044,1610612754,Indiana,Pacers,IND,pacers,240:00,106.9,112.8,128.6,129.0,-21.6,-16.3,0.711,2.08,19.3,0.382,0.795,0.566,13.115,13.8,0.489,0.529,1.0,0.198,96.22,93.5,77.92,94.0,0.417,2022-10-24
0022200049,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,128.1,136.7,123.5,126.5,4.6,10.2,0.447,2.33,15.3,0.431,0.69,0.548,8.601,9.2,0.585,0.622,1.0,0.199,102.54,98.0,81.67,98.0,0.518,2022-10-24
0022200049,1610612751,Brooklyn,Nets,BKN,nets,240:00,123.5,126.5,128.1,136.7,-4.6,-10.2,0.574,2.45,19.8,0.31,0.569,0.452,10.952,11.2,0.592,0.63,1.0,0.199,102.54,98.0,81.67,98.0,0.482,2022-10-24
0022200046,1610612752,New York,Knicks,NYK,knicks,240:00,115.0,116.2,104.2,105.2,10.8,11.0,0.558,1.71,16.9,0.426,0.706,0.562,14.0,14.1,0.522,0.553,1.0,0.198,98.94,98.0,81.67,99.0,0.577,2022-10-24
0022200046,1610612753,Orlando,Magic,ORL,magic,240:00,104.2,105.2,115.0,116.2,-10.8,-11.0,0.389,1.08,11.2,0.294,0.574,0.438,13.282,13.4,0.459,0.521,1.0,0.2,98.94,98.0,81.67,97.0,0.423,2022-10-24
0022200054,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,101.9,103.8,91.3,91.3,10.6,12.6,0.452,3.17,13.0,0.366,0.82,0.554,5.66,5.8,0.4,0.446,1.0,0.198,104.46,103.5,86.25,104.0,0.552,2022-10-25
