gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,gameDate
0022100001,1610612751,Brooklyn,Nets,BKN,nets,1627761,DeAndre',Bembry,D. Bembry,deandre-bembry,,,,3:45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-9.0,2021-10-19
0022100001,1610612751,Brooklyn,Nets,BKN,nets,1630560,Cam,Thomas,C. Thomas,cam-thomas,,,,3:45,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,1,0,2,-9.0,2021-10-19
0022100001,1610612751,Brooklyn,Nets,BKN,nets,1628971,Bruce,Brown,B. Brown,bruce-brown,,,,3:45,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,-9.0,2021-10-19
0022100001,1610612751,Brooklyn,Nets,BKN,nets,1630561,David,Duke Jr.,D. Duke Jr.,david-duke-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-19
0022100001,1610612751,Brooklyn,Nets,BKN,nets,1630556,Kessler,Edwards,K. Edwards,kessler-edwards,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,203114,Khris,Middleton,K. Middleton,khris-middleton,F,,,30:57,8,17,0.471,1,4,0.25,3,4,0.75,0,9,9,3,1,0,1,3,20,20.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,203507,Giannis,Antetokounmpo,G. Antetokounmpo,giannis-antetokounmpo,F,,,30:57,12,25,0.48,1,4,0.25,7,9,0.778,5,9,14,7,1,2,4,4,32,25.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,201572,Brook,Lopez,B. Lopez,brook-lopez,C,,,28:10,3,9,0.333,2,4,0.5,0,0,0.0,2,3,5,0,1,3,0,3,8,0.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1628960,Grayson,Allen,G. Allen,grayson-allen,G,,,27:43,3,10,0.3,3,10,0.3,1,1,1.0,0,4,4,6,2,0,0,0,10,23.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,201950,Jrue,Holiday,J. Holiday,jrue-holiday,G,,,17:43,5,7,0.714,2,4,0.5,0,0,0.0,1,0,1,1,1,0,0,0,12,17.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1626192,Pat,Connaughton,P. Connaughton,pat-connaughton,,,,29:58,8,13,0.615,4,9,0.444,0,0,0.0,0,3,3,2,1,1,0,0,20,0.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,201588,George,Hill,G. Hill,george-hill,,,,23:21,0,3,0.0,0,2,0.0,1,2,0.5,2,3,5,3,0,1,1,5,1,-6.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,203648,Thanasis,Antetokounmpo,T. Antetokounmpo,thanasis-antetokounmpo,,,,12:24,2,3,0.667,0,0,0.0,2,2,1.0,1,3,4,1,0,1,0,1,6,8.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1629670,Jordan,Nwora,J. Nwora,jordan-nwora,,,,26:28,6,13,0.462,3,6,0.5,0,0,0.0,0,6,6,1,1,1,1,3,15,6.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1630572,Sandro,Mamukelashvili,S. Mamukelashvili,sandro-mamukelashvili,,,,7:02,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,9.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1629620,Justin,Robinson,J. Robinson,justin-robinson,,,,4:01,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,11.0,2021-10-19
0022100001,1610612749,Milwaukee,Bucks,MIL,bucks,1630686,Georgios,Kalaitzakis,B. Kalaitzakis,georgios-kalaitzakis,,,,1:16,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,2.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,203952,Andrew,Wiggins,A. Wiggins,andrew-wiggins,F,,,25:44,5,10,0.5,2,5,0.4,0,0,0.0,1,6,7,1,1,0,2,3,12,-5.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,203110,Draymond,Green,D. Green,draymond-green,F,,,29:56,2,5,0.4,0,0,0.0,2,4,0.5,3,5,8,6,1,0,5,3,6,-2.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1626172,Kevon,Looney,K. Looney,kevon-looney,C,,,15:28,3,5,0.6,0,0,0.0,1,2,0.5,2,2,4,1,1,1,1,0,7,-8.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1629673,Jordan,Poole,J. Poole,jordan-poole,G,,,25:04,8,18,0.444,4,11,0.364,0,1,0.0,0,2,2,3,1,0,2,2,20,2.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,201939,Stephen,Curry,S. Curry,stephen-curry,G,,,36:11,5,21,0.238,2,8,0.25,9,9,1.0,1,9,10,10,3,0,4,1,21,4.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,202357,Nemanja,Bjelica,N. Bjelica,nemanja-bjelica,,,,25:55,6,7,0.857,1,1,1.0,2,2,1.0,2,9,11,4,1,0,1,2,15,20.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,2738,Andre,Iguodala,A. Iguodala,andre-iguodala,,,,22:58,4,7,0.571,2,5,0.4,2,2,1.0,0,1,1,2,0,1,0,1,12,8.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1627814,Damion,Lee,D. Lee,damion-lee,,,,29:04,4,10,0.4,1,5,0.2,6,6,1.0,0,1,1,2,0,0,0,3,15,9.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1629308,Juan,Toscano-Anderson,J. Toscano-Anderson,juan-toscano-anderson,,,,12:23,2,3,0.667,1,2,0.5,1,2,0.5,0,3,3,1,0,0,1,1,6,7.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,203490,Otto,Porter Jr.,O. Porter Jr.,otto-porter-jr,,,,11:35,1,3,0.333,1,2,0.5,2,2,1.0,0,1,1,0,1,0,1,2,5,1.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1630541,Moses,Moody,M. Moody,moses-moody,,,,5:34,1,3,0.333,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,-1.0,2021-10-19
0022100002,1610612744,Golden State,Warriors,GSW,warriors,1627780,Gary,Payton II,G. Payton II,gary-payton-ii,,,,0:07,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,2544,LeBron,James,L. James,lebron-james,F,,,36:45,13,23,0.565,5,11,0.455,3,6,0.5,1,10,11,5,1,1,4,5,34,-2.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,203076,Anthony,Davis,A. Davis,anthony-davis,F,,,38:55,15,26,0.577,1,5,0.2,2,7,0.286,2,9,11,2,1,2,0,0,33,-2.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,201599,DeAndre,Jordan,D. Jordan,deandre-jordan,C,,,12:55,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,1,1,0,0,3,2,2.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,203145,Kent,Bazemore,K. Bazemore,kent-bazemore,G,,,30:37,3,9,0.333,2,8,0.25,0,0,0.0,0,2,2,0,0,1,1,4,8,10.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,201566,Russell,Westbrook,R. Westbrook,russell-westbrook,G,,,35:08,4,13,0.308,0,4,0.0,0,0,0.0,1,4,5,4,0,0,4,4,8,-23.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,200765,Rajon,Rondo,R. Rondo,rajon-rondo,,,,19:49,1,4,0.25,1,3,0.333,0,0,0.0,0,0,0,5,2,0,3,2,3,1.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,2546,Carmelo,Anthony,C. Anthony,carmelo-anthony,,,,26:04,3,9,0.333,2,4,0.5,1,2,0.5,0,4,4,2,0,0,1,2,9,-5.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,1628370,Malik,Monk,M. Monk,malik-monk,,,,18:44,2,5,0.4,2,4,0.5,0,0,0.0,0,3,3,1,2,0,1,1,6,-10.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,2730,Dwight,Howard,D. Howard,dwight-howard,,,,12:49,1,2,0.5,0,0,0.0,3,4,0.75,0,6,6,0,0,0,2,2,5,-7.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,202340,Avery,Bradley,A. Bradley,avery-bradley,,,,8:14,2,3,0.667,2,3,0.667,0,0,0.0,1,0,1,1,0,0,1,2,6,1.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,1629635,Sekou,Doumbouya,S. Doumbouya,sekou-doumbouya,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-19
0022100002,1610612747,Los Angeles,Lakers,LAL,lakers,1630559,Austin,Reaves,A. Reaves,austin-reaves,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-19
0022100004,1610612741,Chicago,Bulls,CHI,bulls,201942,DeMar,DeRozan,D. DeRozan,demar-derozan,F,,,37:46,8,17,0.471,1,1,1.0,0,2,0.0,0,7,7,2,3,0,2,2,17,5.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1630172,Patrick,Williams,P. Williams,patrick-williams,F,,,28:27,2,3,0.667,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,2,6,12.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,202696,Nikola,Vučević,N. Vučević,nikola-vučević,C,,,35:53,7,21,0.333,1,4,0.25,0,0,0.0,5,10,15,4,0,0,3,1,15,13.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,203897,Zach,LaVine,Z. LaVine,zach-lavine,G,,,35:20,11,17,0.647,1,5,0.2,11,11,1.0,0,7,7,4,1,1,2,2,34,8.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1628366,Lonzo,Ball,L. Ball,lonzo-ball,G,,,33:22,5,12,0.417,2,6,0.333,0,0,0.0,3,3,6,4,0,1,4,0,12,17.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1628972,Troy,Brown Jr.,T. Brown Jr.,troy-brown-jr,,,,4:10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-6.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1629750,Javonte,Green,J. Green,javonte-green,,,,14:49,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,-8.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1627936,Alex,Caruso,A. Caruso,alex-caruso,,,,27:08,1,5,0.2,1,3,0.333,0,0,0.0,0,3,3,3,4,2,2,5,3,-11.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1628993,Alize,Johnson,A. Johnson,alize-johnson,,,,11:54,0,2,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,2,3,0,-7.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1630245,Ayo,Dosunmu,A. Dosunmu,ayo-dosunmu,,,,11:12,3,8,0.375,1,3,0.333,0,0,0.0,0,2,2,0,0,1,1,1,7,7.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1628396,Tony,Bradley,T. Bradley,tony-bradley,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1627884,Derrick,Jones Jr.,D. Jones Jr.,derrick-jones-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1630250,Marko,Simonovic,M. Simonovic,marko-simonovic,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612741,Chicago,Bulls,CHI,bulls,1629744,Matt,Thomas,M. Thomas,matt-thomas,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630180,Saddiq,Bey,S. Bey,saddiq-bey,F,,,32:32,6,15,0.4,0,4,0.0,1,2,0.5,2,7,9,4,0,0,1,4,13,-6.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,203924,Jerami,Grant,J. Grant,jerami-grant,F,,,32:21,8,20,0.4,3,5,0.6,5,5,1.0,3,3,6,2,1,1,1,3,24,-10.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630191,Isaiah,Stewart,I. Stewart,isaiah-stewart,C,,,25:49,6,9,0.667,0,1,0.0,0,0,0.0,2,6,8,0,0,1,2,1,12,-7.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1628402,Frank,Jackson,F. Jackson,frank-jackson,G,,,28:34,3,8,0.375,1,5,0.2,0,0,0.0,0,2,2,0,0,0,2,4,7,-13.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630165,Killian,Hayes,K. Hayes,killian-hayes,G,,,20:18,0,6,0.0,0,0,0.0,0,0,0.0,1,4,5,2,0,0,2,1,0,-11.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,202709,Cory,Joseph,C. Joseph,cory-joseph,,,,27:42,1,6,0.167,1,4,0.25,0,0,0.0,2,1,3,2,2,1,1,0,3,5.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,203482,Kelly,Olynyk,K. Olynyk,kelly-olynyk,,,,22:11,5,10,0.5,0,4,0.0,0,1,0.0,0,4,4,3,1,0,2,0,10,1.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1628977,Hamidou,Diallo,H. Diallo,hamidou-diallo,,,,15:12,2,5,0.4,0,1,0.0,4,4,1.0,0,0,0,1,1,1,0,1,8,8.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1626168,Trey,Lyles,T. Lyles,trey-lyles,,,,16:44,2,4,0.5,0,1,0.0,0,0,0.0,0,6,6,1,2,0,2,0,4,0.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1628367,Josh,Jackson,J. Jackson,josh-jackson,,,,18:38,3,7,0.429,1,3,0.333,0,1,0.0,1,3,4,2,0,1,3,2,7,3.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630568,Luka,Garza,L. Garza,luka-garza,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630240,Saben,Lee,S. Lee,saben-lee,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,203585,Rodney,McGruder,R. McGruder,rodney-mcgruder,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100004,1610612765,Detroit,Pistons,DET,pistons,1630691,Jamorko,Pickett,J. Pickett,jamorko-pickett,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,203084,Harrison,Barnes,H. Barnes,harrison-barnes,F,,,36:54,10,19,0.526,8,11,0.727,8,9,0.889,2,7,9,2,2,0,0,0,36,6.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,203090,Maurice,Harkless,M. Harkless,maurice-harkless,F,,,22:02,2,6,0.333,0,3,0.0,3,3,1.0,0,2,2,0,1,1,1,2,7,4.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1626158,Richaun,Holmes,R. Holmes,richaun-holmes,C,,,29:08,9,10,0.9,1,1,1.0,2,3,0.667,4,7,11,2,1,2,1,2,21,20.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1630169,Tyrese,Haliburton,T. Haliburton,tyrese-haliburton,G,,,28:36,1,5,0.2,0,1,0.0,0,0,0.0,0,2,2,4,1,0,1,2,2,8.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1628368,De'Aaron,Fox,D. Fox,deaaron-fox,G,,,36:07,9,22,0.409,2,8,0.25,7,10,0.7,0,5,5,8,0,1,5,5,27,6.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,202684,Tristan,Thompson,T. Thompson,tristan-thompson,,,,18:49,3,5,0.6,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,3,6,-17.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1627741,Buddy,Hield,B. Hield,buddy-hield,,,,30:51,5,9,0.556,4,7,0.571,3,4,0.75,0,6,6,2,0,0,0,2,17,5.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1630558,Davion,Mitchell,D. Mitchell,davion-mitchell,,,,24:26,1,6,0.167,0,2,0.0,0,0,0.0,0,3,3,3,0,0,0,3,2,-10.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1629056,Terence,Davis,T. Davis,terence-davis,,,,13:07,2,10,0.2,2,8,0.25,0,0,0.0,0,0,0,3,1,0,1,3,6,-7.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1628963,Marvin,Bagley III,M. Bagley III,marvin-bagley-iii,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1627745,Damian,Jones,D. Jones,damian-jones,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,203458,Alex,Len,A. Len,alex-len,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1629002,Chimezie,Metu,C. Metu,chimezie-metu,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1630186,Jahmi'us,Ramsey,J. Ramsey,jahmius-ramsey,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612758,Sacramento,Kings,SAC,kings,1630218,Robert,Woodard II,R. Woodard II,robert-woodard-ii,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1626181,Norman,Powell,N. Powell,norman-powell,F,,,35:10,3,9,0.333,1,3,0.333,7,8,0.875,0,5,5,0,0,0,1,3,14,3.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203496,Robert,Covington,R. Covington,robert-covington,F,,,30:55,3,9,0.333,2,7,0.286,0,0,0.0,0,4,4,0,0,2,1,2,8,-9.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203994,Jusuf,Nurkić,J. Nurkić,jusuf-nurkić,C,,,28:45,6,10,0.6,1,1,1.0,7,7,1.0,3,11,14,2,0,1,1,4,20,-2.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203468,CJ,McCollum,C. McCollum,cj-mccollum,G,,,35:12,14,24,0.583,6,11,0.545,0,0,0.0,2,4,6,5,3,1,5,4,34,0.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203081,Damian,Lillard,D. Lillard,damian-lillard,G,,,40:15,8,24,0.333,0,9,0.0,4,5,0.8,0,6,6,11,1,0,1,3,20,-2.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1629642,Nassir,Little,N. Little,nassir-little,,,,15:47,3,5,0.6,1,1,1.0,0,0,0.0,2,1,3,0,0,0,1,1,7,-1.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203469,Cody,Zeller,C. Zeller,cody-zeller,,,,19:08,2,3,0.667,0,0,0.0,1,2,0.5,2,4,6,1,1,1,0,1,5,1.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1626204,Larry,Nance Jr.,L. Nance Jr.,larry-nance-jr,,,,17:09,1,3,0.333,0,1,0.0,0,0,0.0,0,3,3,2,0,0,1,4,2,4.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1629014,Anfernee,Simons,A. Simons,anfernee-simons,,,,17:39,5,6,0.833,1,2,0.5,0,0,0.0,0,2,2,4,0,0,1,0,11,-9.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1630535,Greg,Brown III,G. Brown III,greg-brown-iii,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1629604,CJ,Elleby,C. Elleby,cj-elleby,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,203463,Ben,McLemore,B. McLemore,ben-mclemore,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100013,1610612757,Portland,Trail Blazers,POR,blazers,1628372,Dennis,Smith Jr.,D. Smith Jr.,dennis-smith-jr,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,1629652,Luguentz,Dort,L. Dort,luguentz-dort,F,,,30:07,2,10,0.2,1,6,0.167,2,4,0.5,2,4,6,2,2,0,3,3,7,-21.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,1629647,Darius,Bazley,D. Bazley,darius-bazley,F,,,30:23,5,14,0.357,1,7,0.143,4,5,0.8,1,6,7,2,0,0,1,0,15,-19.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,202324,Derrick,Favors,D. Favors,derrick-favors,C,,,20:19,2,9,0.222,0,0,0.0,0,0,0.0,4,5,9,1,0,1,1,1,4,-13.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,1630581,Josh,Giddey,J. Giddey,josh-giddey,G,,,28:42,2,7,0.286,0,0,0.0,0,0,0.0,2,8,10,3,0,0,1,2,4,-16.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,1628983,Shai,Gilgeous-Alexander,S. Gilgeous-Alexander,shai-gilgeous-alexander,G,,,32:40,7,17,0.412,1,7,0.143,3,5,0.6,1,3,4,2,0,0,1,2,18,-21.0,2021-10-20
0022100011,1610612760,Oklahoma City,Thunder,OKC,thunder,1629676,Isaiah,Roby,I. Roby,isaiah-roby,,,,14:23,4,8,0.5,0,3,0.0,0,0,0.0,4,2,6,1,0,0,1,2,8,3.0,2021-10-20
